Id,CAD=X,len,datetime,open,high,low,close,volume,openinterest,adjclose,TestStrategy,len,datetime,MovingAverageSimple,len,sma,Broker,len,cash,value,BuySell,len,buy,sell,Trades - Net Profit/Loss,len,pnlplus,pnlminus
98,CAD=X,98,2007-12-07 23:59:59.999989,1.01,1.01,1.0,1.01,0.0,0.0,1.0051,TestStrategy,98,733017.9999999999,MovingAverageSimple,98,0.9953333333333333,Broker,98,989.9999999999999,1000.0999999999999,BuySell,98,,,Trades - Net Profit/Loss,98,,
99,CAD=X,99,2007-12-10 23:59:59.999989,1.01,1.01,1.0,1.01,0.0,0.0,1.006,TestStrategy,99,733020.9999999999,MovingAverageSimple,99,0.998,Broker,99,989.9999999999999,1000.0999999999999,BuySell,99,,,Trades - Net Profit/Loss,99,,
100,CAD=X,100,2007-12-11 23:59:59.999989,1.01,1.02,1.0,1.01,0.0,0.0,1.0119,TestStrategy,100,733021.9999999999,MovingAverageSimple,100,1.0,Broker,100,989.9999999999999,1000.0999999999999,BuySell,100,,,Trades - Net Profit/Loss,100,,
101,CAD=X,101,2007-12-12 23:59:59.999989,1.01,1.02,1.01,1.01,0.0,0.0,1.0113,TestStrategy,101,733022.9999999999,MovingAverageSimple,101,1.002,Broker,101,989.9999999999999,1000.0999999999999,BuySell,101,,,Trades - Net Profit/Loss,101,,
102,CAD=X,102,2007-12-13 23:59:59.999989,1.01,1.02,1.01,1.02,0.0,0.0,1.0194,TestStrategy,102,733023.9999999999,MovingAverageSimple,102,1.004,Broker,102,989.9999999999999,1000.1999999999999,BuySell,102,,,Trades - Net Profit/Loss,102,,
103,CAD=X,103,2007-12-14 23:59:59.999989,1.02,1.02,1.01,1.01,0.0,0.0,1.0132,TestStrategy,103,733024.9999999999,MovingAverageSimple,103,1.0053333333333334,Broker,103,989.9999999999999,1000.0999999999999,BuySell,103,,,Trades - Net Profit/Loss,103,,
104,CAD=X,104,2007-12-17 23:59:59.999989,1.02,1.02,1.0,1.01,0.0,0.0,1.0054,TestStrategy,104,733027.9999999999,MovingAverageSimple,104,1.0066666666666666,Broker,104,989.9999999999999,1000.0999999999999,BuySell,104,,,Trades - Net Profit/Loss,104,,
105,CAD=X,105,2007-12-19 23:59:59.999989,1.01,1.01,1.0,1.0,0.0,0.0,1.002,TestStrategy,105,733029.9999999999,MovingAverageSimple,105,1.0066666666666666,Broker,105,989.9999999999999,999.9999999999999,BuySell,105,,,Trades - Net Profit/Loss,105,,
106,CAD=X,106,2007-12-20 23:59:59.999989,1.0,1.0,1.0,1.0,0.0,0.0,1.0002,TestStrategy,106,733030.9999999999,MovingAverageSimple,106,1.0073333333333332,Broker,106,999.9999999999999,999.9999999999999,BuySell,106,,1.015,Trades - Net Profit/Loss,106,0.30000000000000027,
107,CAD=X,107,2007-12-21 23:59:59.999989,1.0,1.0,0.99,0.99,0.0,0.0,0.9942,TestStrategy,107,733031.9999999999,MovingAverageSimple,107,1.0066666666666666,Broker,107,999.9999999999999,999.9999999999999,BuySell,107,,,Trades - Net Profit/Loss,107,,
108,CAD=X,108,2007-12-24 23:59:59.999989,0.99,0.99,0.98,0.98,0.0,0.0,0.985,TestStrategy,108,733034.9999999999,MovingAverageSimple,108,1.0053333333333334,Broker,108,999.9999999999999,999.9999999999999,BuySell,108,,,Trades - Net Profit/Loss,108,,
109,CAD=X,109,2007-12-25 23:59:59.999989,0.98,0.99,0.98,0.99,0.0,0.0,0.9856,TestStrategy,109,733035.9999999999,MovingAverageSimple,109,1.0046666666666666,Broker,109,999.9999999999999,999.9999999999999,BuySell,109,,,Trades - Net Profit/Loss,109,,
110,CAD=X,110,2007-12-26 23:59:59.999989,0.99,0.99,0.98,0.98,0.0,0.0,0.98,TestStrategy,110,733036.9999999999,MovingAverageSimple,110,1.0026666666666666,Broker,110,999.9999999999999,999.9999999999999,BuySell,110,,,Trades - Net Profit/Loss,110,,
111,CAD=X,111,2007-12-27 23:59:59.999989,0.98,0.98,0.98,0.98,0.0,0.0,0.9805,TestStrategy,111,733037.9999999999,MovingAverageSimple,111,1.0006666666666666,Broker,111,999.9999999999999,999.9999999999999,BuySell,111,,,Trades - Net Profit/Loss,111,,
112,CAD=X,112,2007-12-28 23:59:59.999989,0.98,0.98,0.98,0.98,0.0,0.0,0.9782,TestStrategy,112,733038.9999999999,MovingAverageSimple,112,0.9986666666666667,Broker,112,999.9999999999999,999.9999999999999,BuySell,112,,,Trades - Net Profit/Loss,112,,
